household_index,evaluation_windows,mae_kwh,seasonal_naive_mae_kwh,beats_seasonal_naive,central_80_coverage_percent,central_80_width_kwh
1759,24,0.6480132283435928,0.7908509501389095,1,77.20734126984127,2.149658669436735
1772,24,0.1081226372958294,0.1489392361744115,1,81.32440476190477,0.3718999928706104
1779,24,0.20393000371913086,0.27190575469932,1,78.17460317460318,0.688763546033038
1783,24,0.541382853887857,0.7027656269806718,1,78.86904761904762,1.6136322351143
1787,24,0.04831824266113385,0.0698375494163003,1,85.46626984126983,0.1626473787334925
1814,24,0.027934948475809677,0.03335044618385533,1,82.49007936507937,0.11370737350449735
1816,24,0.16899067045019436,0.21492212327263718,1,76.11607142857143,0.5107173242547091
1820,24,0.07050205071434557,0.1049980156997677,1,82.93650793650794,0.22749393374200852
1824,24,0.3321615484472002,0.4124335306303923,1,75.44642857142857,1.0352850195079568
1825,24,0.18368282397868968,0.24390277750272718,1,79.93551587301587,0.5931534662820577
1832,24,0.45965986201236586,0.5998261404853861,1,75.54563492063492,1.3391410819520908
1838,24,0.24597129478333665,0.3422180063133719,1,84.5734126984127,0.8173493081001595
1847,24,0.34242715735343243,0.3905319935597834,1,78.96825396825396,1.3156875753996982
1859,24,0.5945998529648586,0.7328759904485196,1,74.95039682539682,1.8038302793551886
1863,24,0.12029739089738874,0.14875843288424972,1,75.94246031746032,0.40055824621462277
1874,24,0.2303312035787496,0.27979687612045495,1,78.89384920634922,0.7384836604885224
1881,12,0.17161577329361102,0.21919791552419257,1,65.02976190476191,0.4938145438726578
1906,24,0.7398697519527068,0.877152279714152,1,75.27281746031747,2.093909264039544
1908,24,0.09150254048983611,0.1309620543541978,1,79.43948412698413,0.30086439479852006
1909,24,0.13157526320881313,0.1449856146992672,1,74.85119047619048,0.41570109806932687
1921,24,0.2833586724397416,0.3669305546320088,1,77.9265873015873,0.8736320278341216
1924,24,0.22088442793086407,0.29512326375743936,1,71.15575396825396,0.6208658104666346
1931,24,0.04181434717403525,0.052550595291356174,1,73.31349206349206,0.13151962690458205
1935,24,0.19698289477281153,0.27707638838956694,1,75.86805555555556,0.5932856814691886
1937,24,0.3659098595639484,0.44825768770117846,1,76.95932539682539,1.0485445773081175
1938,24,0.02908911106651575,0.038602430377125976,1,81.96924603174604,0.09989217500708672
1948,24,0.33953618085462717,0.4180930058078264,1,83.18452380952381,1.113367692929589
1951,24,0.44555836458254366,0.5300220708078187,1,86.11111111111111,1.390475854972407
1952,24,0.3634122190535039,0.4631897346670961,1,75.91765873015873,0.9960171429307333
1959,24,0.34461554852572995,0.44956051540978637,1,79.61309523809523,0.9042322208387925
1960,24,0.3998629022611394,0.4542137924988296,1,82.39087301587301,1.233111423743327
1961,24,0.008665343909385791,0.011251240099977983,1,91.39384920634922,0.033957506195061826
1974,24,0.16557625918427393,0.2145069440058063,1,76.21527777777779,0.5094833448011842
1976,24,0.2149888307626714,0.3058387894905911,1,78.125,0.6388760124636252
1987,24,0.12050585551852626,0.16165054614271318,1,86.55753968253968,0.42365853195004755
1992,24,0.0801894827099103,0.11350669631400027,1,76.04166666666666,0.24062646960373968
1994,24,0.24779353314633704,0.3517194931461875,1,78.3234126984127,0.7107900662554635
2002,24,0.21352392658665184,0.2614476678094694,1,76.21527777777779,0.6722153376839641
2005,24,0.08961861947595719,0.11801289660959607,1,78.91865079365078,0.27131681194499374
2007,24,0.2837942115378581,0.37630679551512003,1,77.62896825396825,0.8073535836375658
2013,24,0.16315856931679365,0.19847767891192306,1,83.3829365079365,0.5116965875606097
2018,24,0.1367458394856912,0.18194469250620243,1,80.72916666666666,0.3883651895614873
